title,album,release_date,featured_artists,producer_artists,writer_artists,genius_track_id,genius_album_id,artist,file_exists
Buck 50,Supreme Clientele,2000,"['Method Man & Redman', 'Cappadonna']",['RZA'],"['Method Man', 'Redman', 'Ghostface Killah', 'Cappadonna', 'Curtis Mayfield']",1692,3354,Ghostface Killah,False
Buckingham Palace,The Lost Tapes,2018,"['38 Spesh', 'Benny the Butcher', 'KXNG Crooked']",['Bronze Nazareth'],"['Big Ghost Ltd', 'KXNG Crooked', 'Benny the Butcher', '38 Spesh', 'Ghostface Killah']",3901672,453735,Ghostface Killah,False
Burner To Burner,Ghostface Killahs,2019,"['Inspectah Deck', 'Cappadonna']",['Danny Caiazzo'],"['Danny Caiazzo', 'Ghostface Killah', 'Cappadonna', 'Inspectah Deck']",4753014,542890,Ghostface Killah,False
Call My Name,36 Seasons,2014,[],['The Revelations'],"['Wes Mingus', 'Gintas Janusonis', 'Ghostface Killah']",607650,114889,Ghostface Killah,False
Camay,Ironman,1996,"['Cappadonna', 'Raekwon']",['RZA'],"['RZA', 'Raekwon', 'Cappadonna', 'Ghostface Killah']",21090,3346,Ghostface Killah,False
Charlie Brown,More Fish,2006,[],['MF DOOM'],['Ghostface Killah'],578239,3349,Ghostface Killah,False
Charlie Brown (Remix),The Wallabee Champ,2008,[],['Pete Rock'],['Ghostface Killah'],4042315,407806,Ghostface Killah,False
Cheche La Ghost (Remix),Hidden Darts: Special Edition,2007,['Madam Majestic'],[],[],2072094,3344,Ghostface Killah,False
Cherchez La Ghost,Supreme Clientele,2000,"['U-God', 'Madam Majestic']",['Carlos Bess'],"['U-God', 'Ghostface Killah', 'Madam Majestic']",21137,3354,Ghostface Killah,False
Child’s Play,Supreme Clientele,2000,[],['RZA'],"['RZA', 'Ghostface Killah']",21139,3354,Ghostface Killah,False
Clientele Kidd (Remix),The Wallabee Champ,2007,"['Polite', 'Raekwon', 'Fat Joe']",['RZA'],"['Polite', 'Ghostface Killah', 'Raekwon', 'Fat Joe']",4042318,407806,Ghostface Killah,False
Clips,The Wallabee Champ,2008,[],[],['Ghostface Killah'],4042316,407806,Ghostface Killah,False
Clipse of DOOM,Fishscale,2006,['Trife Diesel'],['Metal Fingers'],"['MF DOOM', 'Ghostface Killah', 'Trife Diesel']",21057,3342,Ghostface Killah,False
Clyde Smith,Supreme Clientele,2000,['Raekwon'],['RZA'],"['Raekwon', 'Ghostface Killah']",332663,3354,Ghostface Killah,False
Columbus Exchange (Skit) / Crackspot,Fishscale,2006,[],['Crack Val'],['Ghostface Killah'],3331752,3342,Ghostface Killah,False
Conditioning,Ghostface Killahs,2019,[],['Danny Caiazzo'],"['Danny Caiazzo', 'Ghostface Killah']",4686336,542890,Ghostface Killah,False
Daytona 500,Ironman,1996,"['Force MD’s', 'Cappadonna', 'Raekwon']",['RZA'],"['Raekwon', 'Cappadonna', 'RZA', 'Ghostface Killah']",4252,3346,Ghostface Killah,False
Dogs of War,Fishscale,2006,"['Cappadonna', 'Raekwon', 'Sun God', 'Trife Diesel']",['Pete Rock'],"['Ghostface Killah', 'Raekwon', 'Cappadonna', 'Trife', 'Sun God', 'Pete Rock', 'Sly Stone']",21059,3342,Ghostface Killah,False
Done It Again,The Lost Tapes,2018,"['Harley', 'Styliztik Jones', 'Cappadonna', 'Big Daddy Kane']",['Big Ghost Ltd'],"['Big Daddy Kane', 'Ghostface Killah', 'Cappadonna', 'Styliztik Jones', 'Harley']",3901677,453735,Ghostface Killah,False
Do Over,Ghostdini: Wizard of Poetry in Emerald City,2009,['Raheem DeVaughn'],['Mahogany'],"['Raheem DeVaughn', 'Ghostface Killah']",21176,3359,Ghostface Killah,False
Block Rock,More Fish,2006,[],['Madlib'],['Ghostface Killah'],21104,3349,Ghostface Killah,False
Black Tequila,Apollo Kids,2010,"['Trife Diesel', 'Cappadonna']",['Ging'],"['Ging', 'Trife Diesel', 'Cappadonna', 'Ghostface Killah']",21034,3340,Ghostface Killah,False
Black Jesus,Ironman,1996,"['Popa Wu', 'U-God', 'Raekwon']",['RZA'],"['Ghostface Killah', 'RZA', 'Raekwon', 'U-God', 'Popa Wu']",21093,3346,Ghostface Killah,False
Black Cream,Hidden Darts: Special Edition,2007,[],[],['Ghostface Killah'],21073,3344,Ghostface Killah,False
Let’s Stop Playin’,Ghostdini: Wizard of Poetry in Emerald City,2009,['John Legend'],['Sean C & LV'],"['Ghostface Killah', 'John Legend']",21177,3359,Ghostface Killah,False
260,Ironman,1996,['Raekwon'],['RZA'],"['RZA', 'Raekwon', 'Ghostface Killah']",4358,3346,Ghostface Killah,False
2getha Baby,Apollo Kids,2011,[],['Yakub'],"['Ghostface Killah', 'Yakub', 'Gamble & Huff', 'Kenneth Gamble', 'Leon Huff']",4775,3340,Ghostface Killah,False
9 Milli Bros.,Fishscale,2006,['Wu-Tang Clan'],['Metal Fingers'],"['Ghostface Killah', 'MF DOOM', 'Inspectah Deck', 'U-God', 'Masta Killa', 'GZA', 'Method Man', 'Cappadonna', 'Raekwon', 'Ol’ Dirty Bastard', 'RZA']",21052,3342,Ghostface Killah,False
ABC,The Wallabee Champ,2007,[],['GZA'],['Ghostface Killah'],38510,407806,Ghostface Killah,False
After the Smoke is Clear,Ironman,1996,"['The Delfonics', 'RZA', 'Raekwon']",['RZA'],"['The Delfonics', 'RZA', 'Raekwon', 'Ghostface Killah']",21087,3346,Ghostface Killah,False
Alex (Stolen Script),More Fish,2006,[],['Metal Fingers'],"['Ghostface Killah', 'MF DOOM']",21099,3349,Ghostface Killah,False
All That I Got Is You,Ironman,1996,['Mary J. Blige'],['RZA'],"['Ghostface Killah', 'Mary J. Blige', 'RZA', 'Popa Wu', 'The Corporation', 'Berry Gordy', 'Fonce Mizell', 'Freddie Perren', 'Deke Richards']",3546,3346,Ghostface Killah,False
Apollo Kids,Supreme Clientele,1999,['Raekwon'],['Haas G'],"['Ghostface Killah', 'Raekwon']",21138,3354,Ghostface Killah,False
Assassination Day,Ironman,1996,"['Masta Killa', 'Inspectah Deck', 'RZA', 'Raekwon']",['RZA'],"['Masta Killa', 'Inspectah Deck', 'Raekwon', 'RZA']",4083,3346,Ghostface Killah,False
Baby,Ghostdini: Wizard of Poetry in Emerald City,2009,['Raheem DeVaughn'],"['Rashad Smith', 'Austin Garrick']","['Ghostface Killah', 'Raheem DeVaughn', 'Rashad Smith', 'Austin Garrick']",21173,3359,Ghostface Killah,False
Double Cross,36 Seasons,2014,['AZ'],['The Revelations'],"['Ghostface Killah', 'AZ', 'Gintas Janusonis', 'Wes Mingus', 'Josh Werner']",589751,114889,Ghostface Killah,False
Back Like That,Fishscale,2006,['Ne-Yo'],"['Xtreme (USA)', 'Ne-Yo']","['JAY-Z', 'Kanye West', 'Ne-Yo', 'Ghostface Killah']",21061,3342,Ghostface Killah,False
Bad Mouth Kid (Skit),Fishscale,2006,[],[],['Ghostface Killah'],768950,3342,Ghostface Killah,False
Bamboo’s Lament,36 Seasons,2014,['Kandace Springs'],"['The Revelations', 'Malik Abdul-Rahmaan']","['Malik Abdul-Rahmaan', 'Angela Johnson']",602016,114889,Ghostface Killah,False
Barbershop,Fishscale,2006,[],['The Studio Beatz'],['Ghostface Killah'],21062,3342,Ghostface Killah,False
Bathtub (Skit),The Pretty Toney Album,2004,[],[],['Ghostface Killah'],3320161,3356,Ghostface Killah,False
Beat the Clock,The Pretty Toney Album,2004,[],['Minnesota'],['Ghostface Killah'],21147,3356,Ghostface Killah,False
Beauty Jackson,Fishscale,2006,[],['J\xa0Dilla'],['Ghostface Killah'],21058,3342,Ghostface Killah,False
Be Easy (Remix),GhostDeini the Great,2008,"['Trife Diesel', 'Ice Cube']",['Pete Rock'],"['Trife Diesel', 'Ghostface Killah', 'Ice Cube']",21068,3343,Ghostface Killah,False
Belt Holders/Eldarado,Hidden Darts: Special Edition,2007,['Raekwon'],[],"['Raekwon', 'Ghostface Killah']",21072,3344,Ghostface Killah,False
Be This Way,The Pretty Toney Album,2004,[],['Nottz'],['Ghostface Killah'],21146,3356,Ghostface Killah,False
Big Girl,Fishscale,2006,[],"['Ghostface Killah', 'Anthony Acid']",['Ghostface Killah'],27,3342,Ghostface Killah,False
Biscuits,The Pretty Toney Album,2004,['Trife Diesel'],['True Master'],"['Ghostface Killah', 'Trife Diesel']",21150,3356,Ghostface Killah,False
Back Like That (Remix),More Fish,2006,"['Kanye West', 'Ne-Yo']",['Xtreme (USA)'],"['Ne-Yo', 'Kanye West', 'Ghostface Killah']",21098,3349,Ghostface Killah,False
Drama,Apollo Kids,2010,"['Joell Ortiz', 'The Game']",['Sean C & LV'],"['Ghostface Killah', 'The Game', 'Joell Ortiz']",2988,3340,Ghostface Killah,False
Be Easy,Fishscale,2005,['Trife Diesel'],['Pete Rock'],"['Trife Diesel', 'Ghostface Killah']",1595,3342,Ghostface Killah,False
Faster Blade,Ironman,1996,['Raekwon'],['RZA'],"['RZA', 'Raekwon']",3355,3346,Ghostface Killah,False
Ice,Bulletproof Wallets,2001,[],['Rsonist (Heatmakerz)'],['Ghostface Killah'],51553,3357,Ghostface Killah,False
I’ll Be That,Ghostdini: Wizard of Poetry in Emerald City,2009,['Adrienne Bailon'],['LT mOE'],"['Kristal “Tyte” Oliver', 'Adrienne Bailon', 'Ghostface Killah']",21178,3359,Ghostface Killah,False
I’ll Die for You,The Big Doe Rehab,2007,[],['Sean C & LV'],"['Chuck Jackson (Songwriter)', 'Marvin Yancy', 'Ghostface Killah', 'LV (Producer)']",21041,3341,Ghostface Killah,False
I Love You For All Seasons,36 Seasons,2014,[],['The Revelations'],['Sheila Young'],607735,114889,Ghostface Killah,False
In tha Park,Apollo Kids,2010,['Black Thought'],['Ging'],"['Ghostface Killah', 'Black Thought', 'Ging', 'Tommy James', 'Peter Lucia Jr.']",2709,3340,Ghostface Killah,False
In the Parks,Hidden Darts: Special Edition,2007,[],[],['Ghostface Killah'],21079,3344,Ghostface Killah,False
Intro,The Pretty Toney Album,2004,[],['Emile Haynie'],['Ghostface Killah'],2817977,3356,Ghostface Killah,False
Introduction,The Lost Tapes,2018,['Michael Rapaport'],['Big Ghost Ltd'],"['Michael Rapaport', 'Ghostface Killah']",3901671,453735,Ghostface Killah,False
Intro (Supreme Clientele),Supreme Clientele,2000,[],['RZA'],"['RZA', 'Jack Urbont']",152006,3354,Ghostface Killah,False
Iron Maiden,Ironman,1996,"['Cappadonna', 'Raekwon']",['RZA'],"['RZA', 'Ghostface Killah', 'Cappadonna', 'Raekwon']",3273,3346,Ghostface Killah,False
Iron’s Theme (Conclusion),Supreme Clientele,2000,[],['RZA'],"['RZA', 'Ghostface Killah']",769155,3354,Ghostface Killah,False
How You Like Me Baby,Apollo Kids,2010,[],['Pete Rock'],"['Ghostface Killah', 'Pete Rock', 'Johnny Cameron', 'John Zachary']",4701,3340,Ghostface Killah,False
Iron’s Theme (Intermission),Supreme Clientele,2000,['RZA'],['RZA'],"['Ghostface Killah', 'RZA']",152014,3354,Ghostface Killah,False
It’s Over,The Pretty Toney Album,2004,[],['K-Def'],"['K-Def', 'Ghostface Killah', 'Solomon Childs']",21154,3356,Ghostface Killah,False
Jealousy,Bulletproof Wallets,2001,[],['RZA'],['Ghostface Killah'],21162,3357,Ghostface Killah,False
Jellyfish,Fishscale,2006,"['Trife Diesel', 'Cappadonna', 'Shawn Wigs']",['MF DOOM'],"['Ghostface Killah', 'Cappadonna', 'Trife Diesel', 'Shawn Wigs', 'MF DOOM', 'Marvin Gaye', 'Ed Townsend', 'Al Goodman', 'Walter Morris', 'Harry Ray']",21064,3342,Ghostface Killah,False
Josephine,More Fish,2006,"['Trife Diesel', 'The Willie Cottrell Band']",['Hi-Tek'],"['Willie Cottrell', 'Trife Diesel', 'Ghostface Killah']",21122,3349,Ghostface Killah,False
Keisha’s House (Skit),The Pretty Toney Album,2004,[],['K-Def'],"['K-Def', 'Ghostface Killah']",21151,3356,Ghostface Killah,False
Killah Intro,Ghostface Killahs,2019,[],['Danny Caiazzo'],"['Remedy (Wu-Tang)', 'Ghostface Killah']",4753012,542890,Ghostface Killah,False
Killa Lipstick,The Big Doe Rehab,2007,"['Method Man', 'Masta Killa']","['Anthony Acid', 'Ghostface Killah']","['Anthony Acid', 'Masta Killa', 'Method Man', 'Ghostface Killah']",21046,3341,Ghostface Killah,False
Kilo,Fishscale,2006,['Raekwon'],"['MoSS', 'Anthony Acid']","['Ghostface Killah', 'Raekwon', 'MoSS']",2409,3342,Ghostface Killah,False
Kilo (Remix),GhostDeini the Great,2008,"['No Malice', 'Raekwon']",['MoSS'],"['Ghostface Killah', 'Raekwon', 'No Malice']",21069,3343,Ghostface Killah,False
Emergency Procedure,36 Seasons,2014,['Pharoahe Monch'],['The Revelations'],"['Pharoahe Monch', 'Ghostface Killah', 'Wes Mingus', 'Gintas Janusonis', 'Josh Werner']",607774,114889,Ghostface Killah,False
Kunta Fly Shit,The Pretty Toney Album,2004,[],['RZA'],['Ghostface Killah'],21152,3356,Ghostface Killah,False
I Think I Saw a Ghost,The Lost Tapes,2018,"['Luke Holland', 'Reignwolf', 'Vic Spencer', 'Sheek Louch']",['Big Ghost Ltd'],"['Vic Spencer', 'Sheek Louch', 'Reignwolf', 'Luke Holland', 'Ghostface Killah']",3901680,453735,Ghostface Killah,False
Homicide,36 Seasons,2014,"['Nems', 'Shawn Wigs']","['Malik Abdul-Rahmaan', 'The Revelations']","['Wes Mingus', 'Shawn Wigs', 'Nems', 'Malik Abdul-Rahmaan', 'Gintas Janusonis', 'Ghostface Killah', 'Josh Werner']",598318,114889,Ghostface Killah,False
It’s a Thin Line Between Love and Hate,36 Seasons,2014,['The Revelations'],['The Revelations'],"['Robert Poindexter', 'Richard Poindexter', 'Jackie Members']",607681,114889,Ghostface Killah,False
Hidden Darts (Remix),The Wallabee Champ,2008,[],['J-Love'],['Ghostface Killah'],4042299,407806,Ghostface Killah,False
Fish,Ironman,1996,"['Cappadonna', 'Raekwon']",['True Master'],"['True Master', 'Raekwon', 'Cappadonna', 'Ghostface Killah']",21094,3346,Ghostface Killah,False
Holla,The Pretty Toney Album,2004,['Allah Real'],['Ghostface Killah'],"['Ghostface Killah', 'Allah Real']",21157,3356,Ghostface Killah,False
Flex,Ghostface Killahs,2019,['Harley'],['Danny Caiazzo'],"['Danny Caiazzo', 'Ghostface Killah', 'Harold Motley']",4753015,542890,Ghostface Killah,False
Flowers,Bulletproof Wallets,2001,"['Raekwon', 'Superb', 'Method Man']",['RZA'],"['Method Man', 'Ghostface Killah', 'Raekwon']",21159,3357,Ghostface Killah,False
Fly Everything,Ghostface Killahs,2019,"['Sun God', 'Shawn Wigs']",['Danny Caiazzo'],"['Dennis Ames', 'Shawn Wigs', 'Ghostface Killah', 'Danny Caiazzo']",4753017,542890,Ghostface Killah,False
Forever,Ghostdini: Wizard of Poetry in Emerald City,2009,[],['Clyde & Harry Productions'],['Ghostface Killah'],21175,3359,Ghostface Killah,False
Ghost Deini,Supreme Clientele,2000,['Superb'],['The Blaquesmiths'],"['Superb', 'Ghostface Killah', 'J. Brand', 'Mike McDonald']",2182,3354,Ghostface Killah,False
Ghostface,The Pretty Toney Album,2004,[],['Darrell “Digga” Branch'],['Ghostface Killah'],21148,3356,Ghostface Killah,False
Ghostface X-Mas,GhostDeini the Great,2008,['Shawn Wigs'],[],"['Ghostface Killah', 'Shawn Wigs']",21067,3343,Ghostface Killah,False
Ghost Is Back (Juice),More Fish,2006,[],"['J-Love', 'Ghostface Killah']",['Ghostface Killah'],21102,3349,Ghostface Killah,False
Ghost Showers,Bulletproof Wallets,2001,['Madam Majestic'],['Chris Liggio'],['Ghostface Killah'],21168,3357,Ghostface Killah,False
Goner,Ghostdini: Wizard of Poetry in Emerald City,2009,['Lloyd'],['Sean C & LV'],"['Lucky Daye', 'Ghostface Killah']",21190,3359,Ghostface Killah,False
Ghetto,Apollo Kids,2010,"['Cappadonna', 'Raekwon', 'U-God']",['Anthony Acid'],"['U-God', 'Cappadonna', 'Ghostface Killah', 'Raekwon']",5185,3340,Ghostface Killah,False
Good Times,Hidden Darts: Special Edition,2007,['Raekwon'],[],"['Ghostface Killah', 'Raekwon']",21077,3344,Ghostface Killah,False
Hidden Darts,Hidden Darts: Special Edition,2007,[],['J-Love'],['Ghostface Killah'],21075,3344,Ghostface Killah,False
Good,More Fish,2006,"['Trife Diesel', 'Mr. Maygreen']","['Koolade', 'Ronald Frost']","['Ghostface Killah', 'Mr. Maygreen', 'Trife Diesel']",21106,3349,Ghostface Killah,False
Heart Street Directions (Skit),Fishscale,2006,[],['Ghostface Killah'],['Ghostface Killah'],3320375,3342,Ghostface Killah,False
Heard it All Before,Hidden Darts: Special Edition,2007,[],[],['Ghostface Killah'],21078,3344,Ghostface Killah,False
Here I Go Again,36 Seasons,2014,"['AZ', 'Rell']","['Lil’ Fame', 'The Revelations']","['Wes Mingus', 'Gintas Janusonis', 'Josh Werner', 'Rell', 'AZ', 'Ghostface Killah']",601778,114889,Ghostface Killah,False
Handcuffin’ Them Hoes,Apollo Kids,2010,['Jim Jones'],['Chino Maurice'],"['Ghostface Killah', 'Jim Jones']",21036,3340,Ghostface Killah,False
Guns N’ Razors,More Fish,2006,"['Trife Diesel', 'Killa Sin', 'Cappadonna']",['Metal Fingers'],"['MF DOOM', 'Trife Diesel', 'Cappadonna', 'Killa Sin', 'Ghostface Killah']",21105,3349,Ghostface Killah,False
Guest House,Ghostdini: Wizard of Poetry in Emerald City,2009,"['Shareefa', 'Fabolous']",['J.U.S.T.I.C.E. League'],"['Shareefa', 'Fabolous', 'Ghostface Killah']",21184,3359,Ghostface Killah,False
Greedy Bitches,More Fish,2006,"['Shawn Wigs', 'Redman']",['Anthony Acid'],"['Ghostface Killah', 'Redman', 'Shawn Wigs', 'Anthony Acid']",21110,3349,Ghostface Killah,False
Good Times (Part 2),The Wallabee Champ,2008,['Superb'],[],"['Superb', 'Ghostface Killah']",140901,407806,Ghostface Killah,False
Out the Zoo,WOPTOBER,2016,[],"['Gucci Mane', 'Drumma Boy']","['Drumma Boy', 'Gucci Mane']",2862298,164374,Gucci Mane,False
Outta Proportion,Evil Genius,2018,[],['Quay Global'],"['Gucci Mane', 'Quay Global']",4072041,451981,Gucci Mane,False
Outro [Trap House 4],Trap House 4,2006,[],['Honorable C.N.O.T.E.'],"['Honorable C.N.O.T.E.', 'Gucci Mane']",1780069,106990,Gucci Mane,False
Over Here,Trust God Fuck 12,2013,['Rich Homie Quan'],['Lex Luger'],"['Rich Homie Quan', 'Gucci Mane']",1739616,490908,Gucci Mane,False
Overboard,Gangsta Grillz: The Movie Part 2 (The Sequel),2009,"['La The Darkman', 'R. City', 'OJ da Juiceman']",[],"['Gucci Mane', 'La The Darkman', 'OJ da Juiceman', 'Theron Thomas', 'Timothy Thomas']",5726623,53378,Gucci Mane,False
Outro (Trap House),Trap House,2005,[],[],"['Marlon Rowe', 'Gucci Mane']",3873554,3520,Gucci Mane,False
Out Do Ya,Everybody Looking,2016,[],['Zaytoven'],"['Gucci Mane', 'Zaytoven']",2824455,158712,Gucci Mane,False
Outro (EA Sportscenter),EA Sportscenter,2008,[],[],['Gucci Mane'],5273445,11192,Gucci Mane,False
Outro (Delusions of Grandeur),Delusions of Grandeur,2019,"['Peewee Longway', 'DJ Drama']",['Honorable C.N.O.T.E.'],"['Honorable C.N.O.T.E.', 'Gucci Mane', 'Peewee Longway', 'DJ Drama']",4644450,536728,Gucci Mane,False
Ordinary Gangsta,Trust God Fuck 12,2013,"['Rich Homie Quan', 'Young Scooter']",['Lex Luger'],"['Young Scooter', 'Rich Homie Quan', 'Gucci Mane']",263023,490908,Gucci Mane,False
Orange,The Spot Soundtrack,2015,[],['Honorable C.N.O.T.E.'],['Gucci Mane'],2318854,130047,Gucci Mane,False
Opposite,Trap Back,2012,[],['Southside'],['Gucci Mane'],65223,14414,Gucci Mane,False
Pick Up the Pieces (Outro),Everybody Looking,2016,[],"['Will-A-Fool', 'Zaytoven']","['Gucci Mane', 'Will-A-Fool', 'Zaytoven']",2824446,158712,Gucci Mane,False
Opps and Adversaries,Woptober II,2019,[],"['Cheeze Beatz', 'Yung Lan']","['Cheeze Beatz', 'Yung Lan', 'Gucci Mane']",4951345,566666,Gucci Mane,False
Outro (T),Trap-Tacular,2008,[],['DJ Scream'],['Gucci Mane'],7008263,14845,Gucci Mane,False
Pablo,Diary of a Trap God,2013,"['Trinidad James', 'E-40']",['Honorable C.N.O.T.E.'],"['E-40', 'Gucci Mane', 'Trinidad James']",217576,44919,Gucci Mane,False
Peepin’ Out the Blinds,El Gato: The Human Glacier,2017,[],['Southside'],"['Southside', 'Gucci Mane']",3361989,386570,Gucci Mane,False
Pancakes,The Return of Mr. Zone 6,2011,"['8Ball', 'Waka Flocka Flame']",['Drumma Boy'],"['Gucci Mane', '8Ball', 'Waka Flocka Flame', 'Drumma Boy']",431939,27358,Gucci Mane,False
Pick It Up,1017 Mafia,2015,"['Lil Duke', 'Young Scooter', 'OG Boo Dirty', 'Young Thug', 'Waka Flocka Flame']","['TM88', 'Southside']","['Waka Flocka Flame', 'Young Scooter', 'Lil Duke', 'OG Boo Dirty', 'Young Thug']",676950,117439,Gucci Mane,False
On the Way,"Brick Factory, Vol. 2",2014,"['Young Thug', 'Lil Duke']",['Helluvalife'],"['Young Thug', 'Lil Duke']",513662,111616,Gucci Mane,False
Photo Shoot,The Movie (Gangsta Grillz),2008,[],['Drumma Boy'],"['Drumma Boy', 'Gucci Mane']",63868,157099,Gucci Mane,False
Perfect (Intro),The Return of Mr. Perfect,2014,[],['Mike WiLL Made-It'],['Gucci Mane'],517753,112163,Gucci Mane,False
Perfect Diamonds,Writing On The Wall,2009,[],['Win Crabtree'],['Gucci Mane'],2456080,14450,Gucci Mane,False
Perfect,East Atlanta Santa 2: The Night GuWop Stole X-Mas,2015,['Young Thug'],['Honorable C.N.O.T.E.'],"['Gucci Mane', 'Young Thug']",2397320,140484,Gucci Mane,False
P.A.M,The Oddfather,2014,[],['C4Bombs'],"['C4Bombs', 'Gucci Mane']",489063,109309,Gucci Mane,False
Peaty,EA Sportscenter,2008,[],['Zaytoven'],['Gucci Mane'],5273444,11192,Gucci Mane,False
Party,Lebron Gucci James,2012,['Beyoncé'],[],['Gucci Mane'],7137025,808979,Gucci Mane,False
Parking Lot,Trapology,2015,['Snoop Dogg'],[],"['Gucci Mane', 'Snoop Dogg']",2158049,126911,Gucci Mane,False
Parked Outside,Burrrprint (2) HD,2010,[],['Shawty Redd'],['Gucci Mane'],4366657,3515,Gucci Mane,False
Pari,Trapology,2015,['Lil Flash'],['Nitti'],"['Gucci Mane', 'Lil Flash']",2289308,126911,Gucci Mane,False
Paranoid,The Spot Soundtrack,2015,"['Chaz Gotti', 'Waka Flocka Flame']",['London on da Track'],"['Gucci Mane', 'Waka Flocka Flame', 'Chaz Gotti']",2328663,130047,Gucci Mane,False
Paper Problems,Brick Factory: Volume 1,2014,"['Young Thug', 'Peewee Longway']",[],"['Peewee Longway', 'Young Thug', 'Gucci Mane']",439898,88451,Gucci Mane,False
Party Animal (Hudson Mohawke remix),Sinden Presents: Free Gucci II: The Burrrtish Edition,2011,[],['Hudson Mohawke'],['Gucci Mane'],1825509,1100259,Gucci Mane,False
On The Reg,Trap House 5: The Final Chapter,2015,[],['Zaytoven'],['Gucci Mane'],743012,122799,Gucci Mane,False
Nonchalant,The Return of East Atlanta Santa,2016,[],"['Marz', 'Mike WiLL Made-It']","['Marz', 'Mike WiLL Made-It', 'Gucci Mane']",2933313,247342,Gucci Mane,False
One Minute,"World War 3, Vol. 3: Gas ",2013,[],"['Southside', 'TM88']","['Gucci Mane', 'Southside', 'TM88']",292954,42655,Gucci Mane,False
No Problems,The Spot Soundtrack,2015,"['Rich Homie Quan', 'Peewee Longway']",['Honorable C.N.O.T.E.'],"['Honorable C.N.O.T.E.', 'Gucci Mane', 'Peewee Longway', 'Rich Homie Quan']",2294989,130047,Gucci Mane,False
No Pad No Pencil,"No Pad, No Pencil",2007,[],[],['Gucci Mane'],3915419,11145,Gucci Mane,False
No One Else,Trap House 5: The Final Chapter,2015,"['Jose Guapo', 'Young Thug', 'Peewee Longway']","['Lex Luger', 'Cassius Jay']","['Jose Guapo', 'Peewee Longway', 'Young Thug', 'Gucci Mane']",741900,122799,Gucci Mane,False
No No No,The Burrprint (The Movie 3D),2009,['DJ Drama'],[],['Gucci Mane'],57382,12722,Gucci Mane,False
No More,"World War 3, Vol. 1: Lean",2013,['2 Chainz'],['Mike WiLL Made-It'],"['Gucci Mane', '2 Chainz']",482378,42496,Gucci Mane,False
No Love,Brick Factory: Volume 1,2014,['Yo Gotti'],['Sonny Digital'],"['Yo Gotti', 'Gucci Mane']",439893,88451,Gucci Mane,False
Normal,Mr. Zone 6,2010,[],['Drumma Boy'],['Gucci Mane'],274324,11199,Gucci Mane,False
No Hands (Remix),Ferrari Music,2010,"['Roscoe Dash', 'Waka Flocka Flame']",['Drumma Boy'],"['Drumma Boy', 'Waka Flocka Flame', 'Gucci Mane', 'Roscoe Dash']",6656917,139764,Gucci Mane,False
Night Rider,The Return of Mr. Perfect,2014,[],['London on da Track'],['Gucci Mane'],2328648,112163,Gucci Mane,False
Night Like This,Diary of a Trap God,2014,['Waka Flocka Flame'],['Southside'],"['Gucci Mane', 'Waka Flocka Flame']",220083,44919,Gucci Mane,False
Nicki Minaj Checks In 2,"Wilt Chamberlain, Pt. 6",2009,['Nicki Minaj'],[],"['Nicki Minaj', 'Gucci Mane']",7024395,796034,Gucci Mane,False
Nicki Minaj Checks In,"Wilt Chamberlain, Pt. 6",2009,['Nicki Minaj'],[],"['Gucci Mane', 'Nicki Minaj']",7024348,796034,Gucci Mane,False
Picture Me,Dinner ,2015,[],"['Tarentino', 'Southside']",['Gucci Mane'],2337487,121711,Gucci Mane,False
New Gun,Trapology,2015,"['Young Dolph', 'Lil Reese']",['Tarentino'],"['Gucci Mane', 'Lil Reese', 'Young Dolph']",2161351,126911,Gucci Mane,False
Nobody,Trap House III,2013,[],['Drumma Boy'],['Gucci Mane'],169026,31750,Gucci Mane,False
North Pole,Trap Back,2012,[],['Mike WiLL Made-It'],['Gucci Mane'],65194,14414,Gucci Mane,False
Nose Red,So Icy Christmas,2021,[],['J. White Did It'],"['J. White Did It', 'Gucci Mane']",7498003,849366,Gucci Mane,False
No Sleep (Intro),Everybody Looking,2016,[],"['Mike WiLL Made-It', 'Zaytoven']","['Gucci Mane', 'Mike WiLL Made-It', 'Zaytoven']",2821133,158712,Gucci Mane,False
One Day At A Time (Outro),East Atlanta Santa,2014,[],['Drumma Boy'],['Gucci Mane'],651998,117131,Gucci Mane,False
On Deck,From Zone 6 To Duval,2008,[],['Nitti'],['Gucci Mane'],2462892,56993,Gucci Mane,False
Ondalay,1017 Mafia,2015,"['Peewee Longway', 'Migos']",['Zaytoven'],"['Quavo', 'Takeoff', 'Peewee Longway']",1863291,117439,Gucci Mane,False
Okay With Me,Trap Back,2012,['2 Chainz'],['Mike WiLL Made-It'],"['Gucci Mane', '2 Chainz']",65190,14414,Gucci Mane,False
Off the Leash,Trap House III,2013,"['Young Thug', 'Peewee Longway']",['Honorable C.N.O.T.E.'],"['Honorable C.N.O.T.E.', 'Gucci Mane', 'Young Thug', 'Peewee Longway']",161655,31750,Gucci Mane,False
Off the Boat,Evil Genius,2018,[],"['Nick Seeley', 'Marii Beatz', 'Dun Deal']","['Gucci Mane', 'Nick Seeley', 'Marii Beatz', 'Dun Deal']",3802307,451981,Gucci Mane,False
ODog,The Appeal: Georgia’s Most Wanted (Deluxe),2010,['Wyclef Jean'],"['Sedeck “All Hands On Deck” Jean', 'Wyclef Jean']","['Gucci Mane', 'Wyclef Jean']",83826,1047483,Gucci Mane,False
